Entity,Code_x,Year,"Youth literacy rate, population 15-24 years, female (%), LR.AG15T24.F","Youth literacy rate, population 15-24 years, male (%), LR.AG15T24.M",Average Youth Literacy Rate,Combined Youth Literacy Rate (%)
East Asia and Pacific (WB),,2019,99.02451,98.89284,98.958675,98.958675
East Asia and Pacific (WB),,2020,99.07373,98.92368,98.998705,98.998705
East Asia and Pacific (WB),,2021,99.10796,98.94534,99.02665,99.02665
East Asia and Pacific (WB),,2022,99.14224,98.96457,99.053405,99.053405
East Timor,TLS,2009,83.71,87.25,85.47999999999999,85.47999999999999
East Timor,TLS,2010,78.56844,80.48976,79.5291,79.5291
East Timor,TLS,2020,86.6,83.7,85.15,85.15
Eastern and South-Eastern Asia (SDG),,1976,75.54955,92.1425,83.846025,83.846025
Eastern and South-Eastern Asia (SDG),,1977,75.88257,92.21163,84.0471,84.0471
Eastern and South-Eastern Asia (SDG),,1978,77.73867,92.77227,85.25547,85.25547
Eastern and South-Eastern Asia (SDG),,1979,79.64623,93.30482,86.475525,86.475525
Eastern and South-Eastern Asia (SDG),,1980,81.49117,93.74565,87.61841,87.61841
Eastern and South-Eastern Asia (SDG),,1981,83.11096,94.1073,88.60913,88.60913
Eastern and South-Eastern Asia (SDG),,1982,84.49855,94.38121,89.43987999999999,89.43987999999999
Eastern and South-Eastern Asia (SDG),,1983,85.64379,94.64053,90.14215999999999,90.14215999999999
Eastern and South-Eastern Asia (SDG),,1984,86.68919,94.89497,90.79208,90.79208
Eastern and South-Eastern Asia (SDG),,1985,87.51172,95.10735,91.309535,91.309535
Eastern and South-Eastern Asia (SDG),,1986,88.19202,95.27004,91.73103,91.73103
Eastern and South-Eastern Asia (SDG),,1987,89.50169,96.09497,92.79832999999999,92.79832999999999
Eastern and South-Eastern Asia (SDG),,1988,91.50705,96.51806,94.012555,94.012555
Eastern and South-Eastern Asia (SDG),,1989,91.85209,96.50808,94.180085,94.180085
Eastern and South-Eastern Asia (SDG),,1990,92.1536,96.50606,94.32983,94.32983
Eastern and South-Eastern Asia (SDG),,1991,92.49357,96.52384,94.508705,94.508705
Eastern and South-Eastern Asia (SDG),,1992,92.80164,96.54519,94.673415,94.673415
Eastern and South-Eastern Asia (SDG),,1993,93.06,96.56196,94.81098,94.81098
Eastern and South-Eastern Asia (SDG),,1994,93.46452,96.67585,95.070185,95.070185
Eastern and South-Eastern Asia (SDG),,1995,93.8776,96.80694,95.34227,95.34227
Eastern and South-Eastern Asia (SDG),,1996,94.21008,96.91575,95.562915,95.562915
Eastern and South-Eastern Asia (SDG),,1997,97.13049,98.16245,97.64647,97.64647
Eastern and South-Eastern Asia (SDG),,1998,97.27897,98.21121,97.74509,97.74509
Eastern and South-Eastern Asia (SDG),,1999,97.42458,98.23413,97.82935499999999,97.82935499999999
Eastern and South-Eastern Asia (SDG),,2000,97.43988,98.28024,97.86006,97.86006
Eastern and South-Eastern Asia (SDG),,2001,97.56512,98.28089,97.92300499999999,97.92300499999999
Eastern and South-Eastern Asia (SDG),,2002,97.6906,98.32793,98.009265,98.009265
Eastern and South-Eastern Asia (SDG),,2003,97.90611,98.40076,98.153435,98.153435
Eastern and South-Eastern Asia (SDG),,2004,98.0218,98.48239,98.252095,98.252095
Eastern and South-Eastern Asia (SDG),,2005,98.14816,98.53768,98.34291999999999,98.34291999999999
Eastern and South-Eastern Asia (SDG),,2006,97.96887,98.3674,98.168135,98.168135
Eastern and South-Eastern Asia (SDG),,2007,98.37154,98.69936,98.53545,98.53545
Eastern and South-Eastern Asia (SDG),,2008,98.79033,99.01365,98.90199,98.90199
Eastern and South-Eastern Asia (SDG),,2009,98.7774,98.9557,98.86654999999999,98.86654999999999
Eastern and South-Eastern Asia (SDG),,2010,98.74056,98.90272,98.82164,98.82164
Eastern and South-Eastern Asia (SDG),,2011,98.32286,98.49947,98.41116500000001,98.41116500000001
Eastern and South-Eastern Asia (SDG),,2012,98.38441,98.54327,98.46384,98.46384
Eastern and South-Eastern Asia (SDG),,2013,98.46539,98.5621,98.513745,98.513745
Eastern and South-Eastern Asia (SDG),,2014,98.74433,98.78053,98.76243,98.76243
Eastern and South-Eastern Asia (SDG),,2015,98.7896,98.88345,98.836525,98.836525
Eastern and South-Eastern Asia (SDG),,2016,98.83334,98.9083,98.87082000000001,98.87082000000001
Eastern and South-Eastern Asia (SDG),,2017,98.88252,98.93354,98.90803,98.90803
Eastern and South-Eastern Asia (SDG),,2018,98.87434,98.85193,98.863135,98.863135
Eastern and South-Eastern Asia (SDG),,2019,99.26991,99.19483,99.23237,99.23237
Eastern and South-Eastern Asia (SDG),,2020,99.32573,99.23248,99.27910499999999,99.27910499999999
Eastern and South-Eastern Asia (SDG),,2021,99.36492,99.25945,99.312185,99.312185
Eastern and South-Eastern Asia (SDG),,2022,99.4046,99.28409,99.344345,99.344345
Ecuador,ECU,1982,92.27893,94.55481,93.41687,93.41687
Ecuador,ECU,1990,95.83325,96.57577,96.20451,96.20451
Ecuador,ECU,2001,91.92,93.42,92.67,92.67
Ecuador,ECU,2003,91.77,89.81,90.78999999999999,90.78999999999999
Ecuador,ECU,2005,95.44,96.16,95.8,95.8
Ecuador,ECU,2006,95.47,96.13,95.8,95.8
Ecuador,ECU,2007,96.32,95.89,96.10499999999999,96.10499999999999
Ecuador,ECU,2008,96.06,96.29,96.17500000000001,96.17500000000001
Ecuador,ECU,2009,96.85,96.82,96.835,96.835
Ecuador,ECU,2010,96.66,96.1,96.38,96.38
Ecuador,ECU,2011,96.16,95.77,95.965,95.965
Ecuador,ECU,2012,96.05,96.27,96.16,96.16
Ecuador,ECU,2013,95.38,95.65,95.515,95.515
Ecuador,ECU,2014,97.44,97.12,97.28,97.28
Ecuador,ECU,2015,96.39,98.02,97.205,97.205
Ecuador,ECU,2016,97.14,96.87,97.005,97.005
Ecuador,ECU,2017,97.93,97.19,97.56,97.56
Ecuador,ECU,2018,96.82,96.22,96.52,96.52
Ecuador,ECU,2019,95.82,94.06,94.94,94.94
Ecuador,ECU,2020,96.26,94.13,95.195,95.195
Ecuador,ECU,2021,96.51,96.18,96.345,96.345
Ecuador,ECU,2022,96.67,96.1,96.38499999999999,96.38499999999999
Egypt,EGY,1976,38.12264,63.04068,50.58166,50.58166
Egypt,EGY,1986,54.00466,71.38068,62.69267,62.69267
Egypt,EGY,1996,66.93154,78.99087,72.961205,72.961205
Egypt,EGY,2005,78.77518,90.07912,84.42715000000001,84.42715000000001
Egypt,EGY,2006,81.75145,87.8568,84.804125,84.804125
Egypt,EGY,2010,84.30693,90.55763,87.43227999999999,87.43227999999999
Egypt,EGY,2012,86.05159,92.35576,89.203675,89.203675
Egypt,EGY,2013,90.3254,93.64928,91.98734,91.98734
Egypt,EGY,2017,86.81055,89.48338,88.146965,88.146965
Egypt,EGY,2022,91.74,92.72,92.22999999999999,92.22999999999999
El Salvador,SLV,1992,84.94789,84.94526,84.946575,84.946575
El Salvador,SLV,2000,92.6,92.21,92.405,92.405
El Salvador,SLV,2001,93.61,93.53,93.57,93.57
El Salvador,SLV,2002,93.59,92.94,93.265,93.265
El Salvador,SLV,2003,93.36,93.3,93.33,93.33
El Salvador,SLV,2004,93.96,93.7,93.83,93.83
El Salvador,SLV,2005,94.92,94.9,94.91,94.91
El Salvador,SLV,2006,95.45,94.4,94.92500000000001,94.92500000000001
El Salvador,SLV,2007,95.77,95.18,95.475,95.475
El Salvador,SLV,2008,96.48331,95.40501,95.94416000000001,95.94416000000001
El Salvador,SLV,2009,96.07,95.14,95.60499999999999,95.60499999999999
El Salvador,SLV,2010,96.39,95.67,96.03,96.03
El Salvador,SLV,2011,96.94589,96.15056,96.548225,96.548225
El Salvador,SLV,2012,97.56,96.72,97.14,97.14
El Salvador,SLV,2013,97.5,96.95,97.225,97.225
El Salvador,SLV,2014,98.2,97.32,97.75999999999999,97.75999999999999
El Salvador,SLV,2015,98.43,97.46,97.945,97.945
El Salvador,SLV,2016,98.28,97.72,98.0,98.0
El Salvador,SLV,2017,98.15,97.8,97.975,97.975
El Salvador,SLV,2018,98.21,97.73,97.97,97.97
El Salvador,SLV,2019,98.69,97.98,98.33500000000001,98.33500000000001
El Salvador,SLV,2020,98.71,98.3,98.505,98.505
El Salvador,SLV,2021,98.3,97.83,98.065,98.065
El Salvador,SLV,2022,98.57,97.96,98.26499999999999,98.26499999999999
Equatorial Guinea,GNQ,2000,96.62424,97.6079,97.11607000000001,97.11607000000001
Equatorial Guinea,GNQ,2010,98.29817,97.69076,97.99446499999999,97.99446499999999
Eritrea,ERI,2002,69.4834,86.25322,77.86831000000001,77.86831000000001
Eritrea,ERI,2008,82.57652,91.28661,86.931565,86.931565
Eritrea,ERI,2018,92.71403,93.81868,93.266355,93.266355
Estonia,EST,1989,99.9045,99.83402,99.86926,99.86926
Estonia,EST,2000,99.81336,99.7291,99.77123,99.77123
Estonia,EST,2011,99.95904,99.93924,99.94914,99.94914
Estonia,EST,2021,99.99,99.98,99.985,99.985
Eswatini,SWZ,1976,74.97966,76.08308,75.53137,75.53137
Eswatini,SWZ,1986,84.2976,83.08649,83.69204500000001,83.69204500000001
Eswatini,SWZ,2000,92.94364,90.69415,91.818895,91.818895
Eswatini,SWZ,2006,93.58,88.810005,91.1950025,91.1950025
Eswatini,SWZ,2010,94.74849,92.18742,93.467955,93.467955
Eswatini,SWZ,2020,97.08,94.76,95.92,95.92
Ethiopia,ETH,1994,28.08017,39.28867,33.68442,33.68442
Ethiopia,ETH,2000,27.020002,49.47,38.245001,38.245001
Ethiopia,ETH,2004,38.5,62.2,50.35,50.35
Ethiopia,ETH,2005,33.29975,55.88474,44.592245000000005,44.592245000000005
Ethiopia,ETH,2007,47.04113,62.97093,55.00603,55.00603
Ethiopia,ETH,2011,43.65,65.08,54.364999999999995,54.364999999999995
Ethiopia,ETH,2016,49.62,71.420006,60.520003,60.520003
Ethiopia,ETH,2017,71.97251,73.52072,72.74661499999999,72.74661499999999
Europe and Central Asia (WB),,1990,98.57668,99.27696,98.92681999999999,98.92681999999999
Europe and Central Asia (WB),,1991,98.6114,99.28678,98.94909,98.94909
Europe and Central Asia (WB),,1992,98.57022,99.10202,98.83612,98.83612
Europe and Central Asia (WB),,1993,98.61035,99.10783,98.85909000000001,98.85909000000001
Europe and Central Asia (WB),,1994,98.66774,99.11829,98.89301499999999,98.89301499999999
Europe and Central Asia (WB),,1995,98.70507,99.12296,98.914015,98.914015
Europe and Central Asia (WB),,1996,98.74508,99.13056,98.93782,98.93782
Europe and Central Asia (WB),,1997,98.78439,99.13735,98.96087,98.96087
Europe and Central Asia (WB),,1998,98.80401,99.10689,98.95545000000001,98.95545000000001
Europe and Central Asia (WB),,1999,98.8196,99.08679,98.953195,98.953195
Europe and Central Asia (WB),,2000,98.80303,99.24096,99.021995,99.021995
Europe and Central Asia (WB),,2001,98.84062,99.26215,99.05138500000001,99.05138500000001
Europe and Central Asia (WB),,2002,98.89012,99.32195,99.10603499999999,99.10603499999999
Europe and Central Asia (WB),,2003,98.90973,99.32144,99.115585,99.115585
Europe and Central Asia (WB),,2004,98.91467,99.30786,99.111265,99.111265
Europe and Central Asia (WB),,2005,98.98096,99.34922,99.16508999999999,99.16508999999999
Europe and Central Asia (WB),,2006,98.99614,99.3632,99.17967,99.17967
Europe and Central Asia (WB),,2007,99.02289,99.38346,99.203175,99.203175
Europe and Central Asia (WB),,2008,99.0448,99.39431,99.219555,99.219555
Europe and Central Asia (WB),,2009,99.28933,99.51285,99.40109000000001,99.40109000000001
Europe and Central Asia (WB),,2010,99.3581,99.53857,99.448335,99.448335
Europe and Central Asia (WB),,2011,99.44136,99.5825,99.51193,99.51193
Europe and Central Asia (WB),,2012,99.48795,99.60437,99.54616,99.54616
Europe and Central Asia (WB),,2013,99.52395,99.62643,99.57518999999999,99.57518999999999
Europe and Central Asia (WB),,2014,99.55476,99.64639,99.60057499999999,99.60057499999999
Europe and Central Asia (WB),,2015,99.58213,99.64753,99.61483000000001,99.61483000000001
Europe and Central Asia (WB),,2016,99.61418,99.67029,99.642235,99.642235
Europe and Central Asia (WB),,2017,99.65637,99.67435,99.66535999999999,99.66535999999999
Europe and Central Asia (WB),,2018,99.69185,99.71557,99.70371,99.70371
Europe and Central Asia (WB),,2019,99.71695,99.72954,99.72324499999999,99.72324499999999
Europe and Central Asia (WB),,2020,99.72745,99.71764,99.722545,99.722545
Europe and Central Asia (WB),,2021,99.73673,99.72922,99.732975,99.732975
Europe and Central Asia (WB),,2022,99.74048,99.73521,99.737845,99.737845
Europe and Northern America (SDG),,2002,99.47975,99.44908,99.464415,99.464415
Europe and Northern America (SDG),,2003,99.48763,99.45764,99.472635,99.472635
Europe and Northern America (SDG),,2004,99.49549,99.46651,99.481,99.481
Europe and Northern America (SDG),,2005,99.49663,99.47354,99.485085,99.485085
Europe and Northern America (SDG),,2006,99.49719,99.48569,99.49144000000001,99.49144000000001
Europe and Northern America (SDG),,2007,99.50809,99.48447,99.49628,99.49628
Europe and Northern America (SDG),,2018,99.61467,99.64511,99.62989,99.62989
Europe and Northern America (SDG),,2019,99.61995,99.65473,99.63734,99.63734
Europe and Northern America (SDG),,2020,99.62332,99.64322,99.63327000000001,99.63327000000001
Europe and Northern America (SDG),,2021,99.62744,99.65335,99.64039500000001,99.64039500000001
Europe and Northern America (SDG),,2022,99.62835,99.65919,99.64376999999999,99.64376999999999
Fiji,FJI,2021,99.119995,96.11,97.6149975,97.6149975
Gabon,GAB,1993,92.11402,94.40755,93.260785,93.260785
Gabon,GAB,2012,89.42925,87.38959,88.40942,88.40942
Gabon,GAB,2022,92.63,88.66,90.645,90.645
Gambia,GMB,2000,41.39434,64.34049,52.867415,52.867415
Gambia,GMB,2013,56.12098,65.97576,61.04837,61.04837
Gambia,GMB,2015,64.44683,70.74348,67.595155,67.595155
Gambia,GMB,2022,79.86,69.64,74.75,74.75
Georgia,GEO,2002,99.86236,99.78848,99.82542000000001,99.82542000000001
Georgia,GEO,2014,99.72914,99.67772,99.70343,99.70343
Georgia,GEO,2017,99.49365,99.76825,99.63095,99.63095
Georgia,GEO,2022,99.89468,99.5052,99.69994,99.69994
Ghana,GHA,2000,65.48871,75.9459,70.717305,70.717305
Ghana,GHA,2003,73.049995,84.77,78.9099975,78.9099975
Ghana,GHA,2010,83.23453,88.31075,85.77264,85.77264
Ghana,GHA,2014,83.65,91.17,87.41,87.41
Ghana,GHA,2020,93.36,93.59,93.475,93.475
Greece,GRC,1981,98.88445,99.04806,98.966255,98.966255
Greece,GRC,1991,98.97938,98.98843,98.983905,98.983905
Greece,GRC,2001,98.99116,98.89446,98.94281,98.94281
Greece,GRC,2009,99.46973,99.51223,99.49098000000001,99.49098000000001
Grenada,GRD,1970,99.07742,98.84536,98.96139,98.96139
Grenada,GRD,1980,99.4,98.9,99.15,99.15
Guadeloupe,GLP,1982,98.90453,98.08893,98.49673,98.49673
Guadeloupe,GLP,1992,99.6,99.46,99.53,99.53
Guam,GUM,1980,95.9054,95.35726,95.63132999999999,95.63132999999999
Guam,GUM,1990,99.84762,99.9,99.87381,99.87381
Guam,GUM,2000,99.93,99.96,99.945,99.945
Guatemala,GTM,1994,70.72151,81.72106,76.221285,76.221285
Guatemala,GTM,2000,76.28,87.7,81.99000000000001,81.99000000000001
Guatemala,GTM,2002,78.39068,86.37878,82.38473,82.38473
Guatemala,GTM,2006,84.79,91.38,88.08500000000001,88.08500000000001
Guatemala,GTM,2012,91.94237,95.46641,93.70438999999999,93.70438999999999
Guatemala,GTM,2013,89.77037,94.18228,91.976325,91.976325
Guatemala,GTM,2014,91.86,94.91,93.38499999999999,93.38499999999999
Guatemala,GTM,2015,89.840004,94.39,92.115002,92.115002
Guatemala,GTM,2018,93.86512,95.37834,94.62173,94.62173
Guatemala,GTM,2022,95.86,96.41,96.13499999999999,96.13499999999999
Guinea,GIN,1996,13.4728,44.12005,28.796425,28.796425
Guinea,GIN,2003,34.06904,59.46237,46.765705,46.765705
Guinea,GIN,2005,24.12,64.19,44.155,44.155
Guinea,GIN,2010,21.79673,37.56715,29.681939999999997,29.681939999999997
Guinea,GIN,2012,37.239998,71.69,54.464999,54.464999
Guinea,GIN,2014,37.21018,56.97051,47.090345,47.090345
Guinea,GIN,2018,43.46918,69.63989,56.554535,56.554535
Guinea,GIN,2021,49.09,71.33,60.21,60.21
Guinea-Bissau,GNB,1979,17.80347,59.69437,38.74892,38.74892
Guinea-Bissau,GNB,2000,45.90365,74.80124,60.352445,60.352445
Guinea-Bissau,GNB,2014,49.75632,71.25033,60.503325000000004,60.503325000000004
Guinea-Bissau,GNB,2022,62.55,75.28,68.91499999999999,68.91499999999999
Guyana,GUY,2009,93.67022,92.42121,93.045715,93.045715
Guyana,GUY,2014,97.03701,96.33186,96.68443500000001,96.68443500000001
Guyana,GUY,2020,98.549995,97.25,97.8999975,97.8999975
Guyana,GUY,2022,98.21,97.61,97.91,97.91
Haiti,HTI,1982,51.05302,51.26135,51.157185,51.157185
Haiti,HTI,2003,80.68945,82.65737,81.67340999999999,81.67340999999999
Haiti,HTI,2006,70.48078,74.36741,72.424095,72.424095
Haiti,HTI,2012,84.3,86.549995,85.42499749999999,85.42499749999999
Haiti,HTI,2016,82.63483,83.3535,82.994165,82.994165
Honduras,HND,2001,92.69,89.69,91.19,91.19
Honduras,HND,2004,91.54,90.16,90.85,90.85
Honduras,HND,2005,93.58,89.91,91.745,91.745
Honduras,HND,2007,95.05453,92.69526,93.87489500000001,93.87489500000001
Honduras,HND,2009,95.23,92.64,93.935,93.935
Honduras,HND,2010,95.88,94.45,95.16499999999999,95.16499999999999
Honduras,HND,2011,96.93,94.93,95.93,95.93
Honduras,HND,2012,95.99,94.0,94.995,94.995
Honduras,HND,2013,96.3,93.85,95.07499999999999,95.07499999999999
Honduras,HND,2014,96.29,95.05,95.67,95.67
Honduras,HND,2015,97.0,94.99,95.995,95.995
Honduras,HND,2016,97.25,94.95,96.1,96.1
Honduras,HND,2018,98.19,94.89,96.53999999999999,96.53999999999999
Honduras,HND,2019,97.29,94.84,96.065,96.065
Hungary,HUN,1980,99.31812,99.42166,99.36989,99.36989
Hungary,HUN,1990,99.2,99.2,99.2,99.2
Hungary,HUN,2021,98.9,98.5,98.7,98.7
India,IND,1981,40.32152,66.31487,53.318195,53.318195
India,IND,1991,49.34919,73.50972,61.429455000000004,61.429455000000004
India,IND,2001,67.74658,84.19224,75.96941,75.96941
India,IND,2006,74.35573,88.41184,81.38378499999999,81.38378499999999
India,IND,2011,81.84981,90.04483,85.94732,85.94732
India,IND,2020,90.95,99.07,95.00999999999999,95.00999999999999
India,IND,2022,95.53811,97.4425,96.490305,96.490305
Indonesia,IDN,1980,81.6484,89.59121,85.619805,85.619805
Indonesia,IDN,1990,95.06925,97.40227,96.23576,96.23576
Indonesia,IDN,2004,98.54216,98.86708,98.70462,98.70462
Indonesia,IDN,2006,96.27236,97.02747,96.649915,96.649915
Indonesia,IDN,2008,99.38241,99.53748,99.459945,99.459945
Indonesia,IDN,2009,99.39659,99.55003,99.47331,99.47331
Indonesia,IDN,2011,98.7518,98.80384,98.77781999999999,98.77781999999999
Indonesia,IDN,2014,99.67883,99.68156,99.680195,99.680195
Indonesia,IDN,2015,99.63702,99.70176,99.66938999999999,99.66938999999999
Indonesia,IDN,2016,99.65351,99.68345,99.66847999999999,99.66847999999999
Indonesia,IDN,2017,99.29,99.93,99.61000000000001,99.61000000000001
Indonesia,IDN,2018,99.69625,99.71748,99.706865,99.706865
Indonesia,IDN,2020,99.78145,99.77767,99.77956,99.77956
Iran,IRN,1976,42.3278,70.90017,56.613985,56.613985
Iran,IRN,1986,65.59267,84.52608,75.05937499999999,75.05937499999999
Iran,IRN,1991,81.201,92.4355,86.81825,86.81825
Iran,IRN,1996,90.55661,95.51682,93.036715,93.036715
Iran,IRN,2005,96.73755,98.10998,97.423765,97.423765
Iran,IRN,2006,96.13215,97.14548,96.638815,96.638815
Iran,IRN,2008,97.46597,98.25652,97.861245,97.861245
Iran,IRN,2012,97.66179,98.33392,97.997855,97.997855
Iran,IRN,2013,97.43798,98.10902,97.7735,97.7735
Iran,IRN,2014,97.67817,98.19154,97.934855,97.934855
Iran,IRN,2016,97.92513,98.26797,98.09655000000001,98.09655000000001
Iran,IRN,2022,98.93,98.69,98.81,98.81
Iraq,IRQ,2000,80.48683,88.91217,84.6995,84.6995
Iraq,IRQ,2012,79.4,87.3,83.35,83.35
Iraq,IRQ,2014,85.5,91.9,88.7,88.7
Iraq,IRQ,2016,88.3,93.4,90.85,90.85
Iraq,IRQ,2017,92.1,94.9,93.5,93.5
Israel,ISR,1983,98.04603,99.05457,98.5503,98.5503
Italy,ITA,1981,99.58749,99.69759,99.64254,99.64254
Italy,ITA,2001,99.82011,99.80447,99.81228999999999,99.81228999999999
Italy,ITA,2011,99.8687,99.85103,99.859865,99.859865
Italy,ITA,2019,99.92654,99.82589,99.876215,99.876215
Jamaica,JAM,1999,96.29552,87.31139,91.803455,91.803455
Jordan,JOR,1979,84.83279,95.79214,90.312465,90.312465
Jordan,JOR,2003,98.91331,99.32879,99.12105,99.12105
Jordan,JOR,2005,99.02348,98.931,98.97724,98.97724
Jordan,JOR,2007,98.94657,98.95204,98.949305,98.949305
Jordan,JOR,2010,98.76635,98.75873,98.76254,98.76254
Jordan,JOR,2011,99.25322,99.05083,99.15202500000001,99.15202500000001
Jordan,JOR,2012,99.20273,99.00204,99.102385,99.102385
Jordan,JOR,2021,99.56,99.27,99.41499999999999,99.41499999999999
Kazakhstan,KAZ,1989,99.14947,99.69771,99.42358999999999,99.42358999999999
Kazakhstan,KAZ,1999,99.8747,99.81603,99.845365,99.845365
Kazakhstan,KAZ,2009,99.86511,99.80391,99.83451,99.83451
Kazakhstan,KAZ,2010,99.85091,99.94014,99.89552499999999,99.89552499999999
Kazakhstan,KAZ,2020,99.9,100.0,99.95,99.95
Kenya,KEN,2000,91.94255,93.30952,92.626035,92.626035
Kenya,KEN,2007,81.63257,83.20542,82.418995,82.418995
Kenya,KEN,2014,86.13652,86.93869,86.537605,86.537605
Kenya,KEN,2022,89.78,88.23,89.005,89.005
Kuwait,KWT,1975,66.01072,77.69223,71.851475,71.851475
Kuwait,KWT,1980,76.03036,81.28816,78.65926,78.65926
Kuwait,KWT,1985,84.0937,90.69233,87.39301499999999,87.39301499999999
Kuwait,KWT,1995,90.18481,93.79989,91.99235,91.99235
Kuwait,KWT,2005,99.78759,99.69097,99.73928,99.73928
Kuwait,KWT,2006,98.49927,98.52218,98.51072500000001,98.51072500000001
Kuwait,KWT,2007,98.50779,98.39884,98.453315,98.453315
Kuwait,KWT,2008,98.73937,98.56516,98.652265,98.652265
Kuwait,KWT,2010,98.71821,99.06282,98.890515,98.890515
Kuwait,KWT,2012,98.83531,98.73638,98.785845,98.785845
Kuwait,KWT,2013,99.04067,99.25229,99.14648,99.14648
Kuwait,KWT,2015,99.40085,99.15068,99.275765,99.275765
Kuwait,KWT,2017,99.49922,99.05684,99.27803,99.27803
Kuwait,KWT,2018,99.50355,98.77679,99.14017000000001,99.14017000000001
Kuwait,KWT,2020,99.57578,99.1044,99.34009,99.34009
Kyrgyzstan,KGZ,1999,99.74129,99.65078,99.696035,99.696035
Kyrgyzstan,KGZ,2009,99.79959,99.70463,99.75210999999999,99.75210999999999
Kyrgyzstan,KGZ,2019,99.8,99.7,99.75,99.75
Laos,LAO,1995,64.05435,78.81579,71.43507,71.43507
Laos,LAO,2000,73.56058,88.06197,80.811275,80.811275
Laos,LAO,2001,74.68243,82.59933,78.64088,78.64088
Laos,LAO,2005,78.73984,89.18749,83.96366499999999,83.96366499999999
Laos,LAO,2011,67.05378,77.27267,72.16322500000001,72.16322500000001
Laos,LAO,2015,90.50107,94.40438,92.452725,92.452725
Laos,LAO,2022,93.54,95.44,94.49000000000001,94.49000000000001
Latin America & Caribbean (WB),,1974,86.80742,88.63645,87.721935,87.721935
Latin America & Caribbean (WB),,1975,86.82455,88.62946,87.72700499999999,87.72700499999999
Latin America & Caribbean (WB),,1976,87.2274,88.74242,87.98491,87.98491
Latin America & Caribbean (WB),,1977,87.67547,88.82863,88.25205,88.25205
Latin America & Caribbean (WB),,1978,88.15921,88.91357,88.53639000000001,88.53639000000001
Latin America & Caribbean (WB),,1979,88.52984,88.90134,88.71558999999999,88.71558999999999
Latin America & Caribbean (WB),,1980,88.78675,88.78909,88.78792,88.78792
Latin America & Caribbean (WB),,1981,89.15322,88.80631,88.979765,88.979765
Latin America & Caribbean (WB),,1982,89.49591,88.80642,89.15116499999999,89.15116499999999
Latin America & Caribbean (WB),,1983,89.84307,88.81132,89.32719499999999,89.32719499999999
Latin America & Caribbean (WB),,1984,90.18233,88.83094,89.50663499999999,89.50663499999999
Latin America & Caribbean (WB),,1985,90.52011,88.86338,89.691745,89.691745
Latin America & Caribbean (WB),,1986,90.81932,88.89466,89.85699,89.85699
Latin America & Caribbean (WB),,1987,90.99998,89.05891,90.029445,90.029445
Latin America & Caribbean (WB),,1988,91.37463,89.28154,90.328085,90.328085
Latin America & Caribbean (WB),,1989,91.8275,89.4834,90.65545,90.65545
Latin America & Caribbean (WB),,1990,92.22346,89.62137,90.922415,90.922415
Latin America & Caribbean (WB),,1991,92.71197,90.36651,91.53924,91.53924
Latin America & Caribbean (WB),,1992,93.19156,91.11023,92.15089499999999,92.15089499999999
Latin America & Caribbean (WB),,1993,93.62984,91.85486,92.74235,92.74235
Latin America & Caribbean (WB),,1994,94.0637,92.59591,93.329805,93.329805
Latin America & Caribbean (WB),,1995,94.48672,93.34081,93.91376500000001,93.91376500000001
Latin America & Caribbean (WB),,1996,94.78933,93.67383,94.23158000000001,94.23158000000001
Latin America & Caribbean (WB),,1997,94.84745,93.85516,94.351305,94.351305
Latin America & Caribbean (WB),,1998,95.06855,94.11899,94.59377,94.59377
Latin America & Caribbean (WB),,1999,95.30958,94.31515,94.812365,94.812365
Latin America & Caribbean (WB),,2000,95.53438,94.50929,95.021835,95.021835
Latin America & Caribbean (WB),,2001,95.67873,94.68162,95.18017499999999,95.18017499999999
Latin America & Caribbean (WB),,2002,96.0197,95.14244,95.58107,95.58107
Latin America & Caribbean (WB),,2003,96.67888,95.98208,96.33048,96.33048
Latin America & Caribbean (WB),,2004,96.86422,96.05061,96.457415,96.457415
Latin America & Caribbean (WB),,2005,97.05021,96.23363,96.64192,96.64192
Latin America & Caribbean (WB),,2006,97.0086,96.55762,96.78311,96.78311
Latin America & Caribbean (WB),,2007,97.29536,96.77891,97.037135,97.037135
Latin America & Caribbean (WB),,2008,97.41556,96.93074,97.17314999999999,97.17314999999999
Latin America & Caribbean (WB),,2009,97.66454,97.24633,97.455435,97.455435
Latin America & Caribbean (WB),,2010,97.64868,97.01649,97.332585,97.332585
Latin America & Caribbean (WB),,2011,98.02626,97.46494,97.7456,97.7456
Latin America & Caribbean (WB),,2012,98.15863,97.66483,97.91173,97.91173
Latin America & Caribbean (WB),,2013,98.12045,97.63571,97.87808000000001,97.87808000000001
Latin America & Caribbean (WB),,2014,98.4137,97.99634,98.20502,98.20502
Latin America & Caribbean (WB),,2015,98.47324,98.05333,98.263285,98.263285
Latin America & Caribbean (WB),,2016,98.60312,98.18058,98.39185,98.39185
Latin America & Caribbean (WB),,2017,98.56836,98.20266,98.38551,98.38551
Latin America & Caribbean (WB),,2018,98.63784,98.29056,98.4642,98.4642
Latin America & Caribbean (WB),,2019,98.6722,98.3309,98.50155000000001,98.50155000000001
Latin America & Caribbean (WB),,2020,98.66878,98.32337,98.49607499999999,98.49607499999999
Latin America & Caribbean (WB),,2021,98.72701,98.36835,98.54768000000001,98.54768000000001
Latin America & Caribbean (WB),,2022,98.77313,98.4298,98.60146499999999,98.60146499999999
